ra,dec,type,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
30.726757102398,-3.27910383659169,6,23.31649,22.35282,21.97871,21.80889,21.60368,0.6247354,0.08922938,0.114963,0.1506183,0.3610983,23.61174,22.37946,21.97156,21.82339,21.45832,0.7795724,0.09422737,0.1163874,0.1563675,0.3301966
30.67936870778,-3.17409519283335,6,23.73009,24.76254,23.77893,22.14674,21.51305,0.7194321,0.8420386,0.6721434,0.2256984,0.5756552,23.87741,24.81026,23.75087,22.00935,21.45481,1.141417,0.9300735,0.6869442,0.2154494,0.5600803
30.8075583634841,-3.35039303458137,3,24.0158,23.2665,22.51868,22.28806,22.47986,0.9537678,0.1895244,0.1748133,0.2202631,0.5546524,24.49706,23.07646,22.35199,22.13973,22.28058,1.308667,0.2201009,0.1811024,0.2319521,0.6445398
30.7046335600135,-3.27261046742351,3,26.16695,23.28869,21.82108,20.99191,20.62911,0.5009848,0.1943012,0.1012555,0.07386402,0.1649881,26.96528,22.67993,21.25227,20.52238,20.08653,0.4072419,0.1997032,0.09832409,0.07869978,0.1797822
30.7050702446239,-3.27471655210899,3,22.94259,22.77019,22.2892,22.0419,21.53143,0.4650237,0.1262821,0.1514579,0.1849457,0.3448789,23.09246,22.66113,22.1615,21.90285,21.56023,0.5953777,0.1336277,0.1532608,0.1853932,0.4099457
30.75213523543,-3.34345382313655,3,21.72994,21.12834,20.13565,19.55723,19.58422,0.1671076,0.03696408,0.02902543,0.02404652,0.06648909,20.97002,20.11517,19.27778,18.81464,18.61196,0.1493112,0.02588439,0.01960077,0.01970481,0.05531713
30.8082742137124,-3.32840252376555,6,23.2552,20.56288,19.1499,17.67866,17.24995,0.5855244,0.02772111,0.02095681,0.01283637,0.02694002,23.33698,20.5633,19.15388,17.69378,17.238,0.6352675,0.02338104,0.01251023,0.00698991,0.01231715
30.7054745823273,-3.34453315845624,6,24.1194,20.80694,19.35604,18.04794,17.3501,0.9998955,0.03121448,0.02193926,0.0135321,0.02129135,24.08235,20.79729,19.34205,18.03617,17.3283,0.9876884,0.02810861,0.01416106,0.008369255,0.01328502
30.64588488889,-3.25397087924577,3,23.13831,23.34619,21.55125,20.81567,20.45841,0.5492789,0.2037708,0.08442628,0.06519382,0.1502447,22.88139,22.98945,21.18398,20.44487,20.04703,0.5995057,0.2157152,0.07961847,0.06235876,0.1486276
30.6464976490675,-3.26008909888181,3,23.94444,24.28716,22.47427,22.11176,21.71417,0.9255942,0.4069983,0.1823253,0.1962103,0.4125607,23.83158,23.71826,21.86878,21.73008,21.17714,1.476807,0.4932202,0.1789129,0.2374054,0.4858736
30.6463069920229,-3.30110051437946,3,23.7765,22.80312,22.3093,21.74619,21.72403,0.8440091,0.1322723,0.1532625,0.139942,0.3564467,24.03989,22.64146,22.2181,21.66164,21.83546,1.090067,0.1346176,0.1618248,0.1481455,0.5076457
30.7523932766409,-3.16005545223878,3,22.76681,25.76123,22.47121,22.01808,21.15857,1.018505,0.7224511,0.206863,0.1814634,0.3880213,22.94039,25.86801,22.38388,21.81899,21.01311,0.6141585,0.7622052,0.2241617,0.1848502,0.3911301
30.8075904607819,-3.16738994198819,3,25.56895,23.48665,22.1147,21.74208,21.38144,0.9784026,0.3644379,0.1495865,0.145193,0.4718913,26.00683,23.19481,21.76177,21.45909,21.47143,0.8559855,0.3555786,0.147503,0.1592246,0.6566861
30.8084340283227,-3.20381662438669,3,23.54766,22.37712,21.81408,21.40783,21.00963,0.8809698,0.141463,0.1159232,0.1094576,0.3482955,24.74008,21.7149,20.8654,20.50482,20.42787,2.249118,0.1317028,0.09763913,0.1034547,0.38321
30.7526572832085,-3.18228005565353,3,23.53325,22.53856,22.13601,21.7311,21.95764,0.8803952,0.1648009,0.1553145,0.141776,0.7067513,23.6094,22.32235,21.76637,21.303,21.50089,1.100916,0.1660067,0.1473246,0.1346358,0.6610765
30.7531649903412,-3.16468615583649,6,21.39698,20.41989,20.15612,20.1138,20.15828,0.1480899,0.03641834,0.03421549,0.04039008,0.1630238,21.38612,20.41855,20.11982,20.0717,20.13163,0.1547762,0.02890079,0.02947843,0.03672373,0.1681323
30.6458652575194,-3.23321913706255,3,24.29162,23.867,24.07221,22.9265,21.32227,1.204427,0.8876731,0.7336161,0.3980714,0.4555991,22.84517,22.56899,22.49733,21.24267,20.09442,1.052664,0.370614,0.5638726,0.2613274,0.3679753
30.7048404916514,-3.15519124816624,6,22.64882,22.65191,22.55335,21.94767,22.02197,0.4189174,0.1856337,0.2279908,0.1731089,0.729409,22.65821,22.66212,22.43353,21.89298,21.85112,0.4388158,0.1974189,0.2204104,0.1811754,0.6941745
30.6461638286006,-3.22120742968534,3,25.49904,23.44662,22.64521,21.82285,20.94,0.9420667,0.3676196,0.2472606,0.1568944,0.330621,26.00329,23.45502,22.53336,21.59136,20.81281,0.7193295,0.4091032,0.2645129,0.1562546,0.3391838
30.7048315951621,-3.19346328378394,3,26.26569,24.45992,21.99271,21.91072,21.12821,0.9835765,0.7457849,0.1402233,0.1679733,0.3809596,26.68776,24.07274,21.63754,21.51837,20.97191,0.476475,0.7535812,0.1385577,0.167702,0.4434448
30.752970417204,-3.27760559516626,6,25.69179,23.21683,22.457,23.10239,22.88471,0.72774,0.1925863,0.2479795,0.5359943,0.6053494,25.68919,23.07994,22.37963,23.16824,22.99881,0.7947472,0.1874057,0.1804964,0.5223275,0.6802064
30.704364193195,-3.27062255794645,3,24.07672,22.92999,22.34934,21.80441,22.5477,0.9838778,0.144851,0.1687535,0.1497292,0.6643435,24.24849,22.61076,21.94312,21.52636,22.26527,1.453795,0.1593424,0.1555613,0.1633648,0.8047915
30.6461180095125,-3.17034888326128,3,21.59848,19.69786,18.8897,18.55766,18.15487,0.169095,0.02819331,0.02053067,0.02962777,0.03438063,20.94891,19.11846,18.1556,17.75906,17.50442,0.1538609,0.01527523,0.01011278,0.009885497,0.02782076
30.8086161233136,-3.31832253834449,3,22.64039,24.30795,23.89696,22.14229,21.55555,0.3569052,0.4061848,0.5283735,0.1970888,0.3382625,22.28193,24.46558,23.60051,21.72419,21.49313,0.3799371,0.6960264,0.6439698,0.2053916,0.5166022
30.8075308166152,-3.34315823425917,6,25.49442,24.56758,23.52928,21.96315,21.12894,0.815109,0.4610972,0.4044931,0.1664297,0.239156,25.67147,24.67393,23.52287,21.9011,21.1779,0.7620128,0.5274001,0.4366214,0.1717232,0.2794151
30.8080576623569,-3.27618581548255,3,22.75304,22.15052,21.43039,21.17108,20.81825,0.3956611,0.07535066,0.07214373,0.08604828,0.1909467,22.39205,21.8358,21.18913,20.97813,20.57736,0.3501161,0.07089721,0.06918824,0.08748318,0.1975438
30.8085585677351,-3.31564992271202,3,23.75956,23.10503,23.41399,22.5259,22.85513,0.8303241,0.1656542,0.3759743,0.2744715,0.590278,24.07264,22.82887,23.15865,22.30031,23.17942,1.236041,0.1704195,0.3920502,0.2890476,0.7380562
30.807996551261,-3.30495443885175,3,24.27411,22.68211,21.80407,21.20274,20.85727,1.053905,0.1165303,0.09679961,0.0870961,0.1943209,23.54406,21.95921,21.1337,20.65312,20.43606,1.177721,0.1071986,0.08619846,0.08648533,0.2408021
30.7523046282502,-3.27281334245668,3,22.83768,23.27179,22.86856,22.60491,21.78513,0.4238181,0.1901533,0.2478722,0.3012535,0.472433,22.0994,22.57794,22.33045,21.44674,20.99669,0.5435269,0.2719721,0.3814961,0.2660103,0.596433
30.8068795157665,-3.32283540976629,6,26.40672,22.80087,21.53737,20.56867,19.77447,1.006013,0.1287054,0.0766061,0.05064246,0.07744914,26.48106,22.82737,21.53484,20.57914,19.78672,0.3684755,0.13614,0.07734308,0.05211114,0.08007031
30.7517025036711,-3.2510489681421,6,21.95254,21.27279,21.03904,20.95427,20.94006,0.203442,0.04024687,0.05471994,0.07395311,1.020705,22.05318,21.24307,21.02856,20.95517,21.05828,0.2343417,0.03856014,0.05369427,0.07554568,0.2527173
30.6848470184133,-3.3520685512763,3,23.68357,23.81864,23.77575,22.21483,22.72454,0.7889752,0.2994098,0.4873473,0.2060761,0.5970025,24.3921,23.27055,22.87437,21.58192,23.27796,1.862477,0.3559751,0.4193878,0.2047167,1.040745
30.6850198264821,-3.28092386088163,3,22.53094,23.32758,23.13078,22.83197,21.88491,0.3306484,0.2021119,0.3126923,0.361626,0.4466751,22.2011,22.51039,22.53309,22.05552,20.94942,0.472007,0.2019143,0.3612785,0.357379,0.4487415
30.6856588322582,-3.31542747463148,3,23.28497,23.1111,22.62596,22.32939,21.53136,0.601853,0.1699039,0.1983672,0.2440649,0.3437615,23.49918,22.59155,22.08419,21.75528,20.93221,1.127531,0.1804632,0.1988879,0.223574,0.360807
30.8062104071499,-3.15752363779256,3,22.73053,23.62592,23.98004,22.22231,21.10467,0.4661167,0.406942,0.6673872,0.2197636,0.3749195,21.84753,22.7479,22.43583,21.13389,20.48,0.4193497,0.3948064,0.4624743,0.2071416,0.475395
30.7516351952325,-3.1732727150659,3,22.68274,24.93512,23.31532,22.46401,23.41113,1.192285,0.8486332,0.4250897,0.2670471,0.8190297,22.64531,25.25856,22.29325,21.2946,22.25312,0.905085,1.87735,0.4360649,0.2507544,1.938307
30.8070765887125,-3.16275715850999,3,23.51073,24.19677,25.43068,25.3333,20.31047,0.8687264,0.6154471,0.7384009,0.551932,0.2770739,23.89196,24.12001,25.83451,25.49345,20.14284,1.230366,0.6595428,0.6909018,0.604509,0.185627
30.7507121234939,-3.22358894245936,3,25.89793,25.32756,23.21539,21.86331,20.57172,0.7586526,0.8469216,0.3952464,0.1595858,0.2367756,23.64718,26.18376,21.62007,19.74639,19.74479,3.513263,2.243619,0.4517885,0.1227375,0.4815494
30.7512596091327,-3.18583230375838,6,26.38891,25.34908,25.12893,22.13083,22.84386,0.5139678,0.83957,0.8470346,0.5567577,0.9440257,26.45875,25.6976,25.14535,22.16556,23.04514,0.4789232,0.7612385,0.8597004,0.2137654,0.9417726
30.8060258664523,-3.23464262880037,3,22.51829,21.63122,21.13949,20.99822,20.95319,0.3928013,0.07701579,0.06619751,0.07761185,0.3308359,22.17317,21.124,20.38414,20.10974,20.25019,0.4219302,0.07080128,0.05655268,0.06411606,0.2924263
30.7516197626248,-3.20700968510387,3,23.26861,22.22468,21.14241,20.65346,19.93958,0.7180054,0.1262718,0.062782,0.05849268,0.1046264,23.26748,22.10451,20.90216,20.38259,19.74627,0.8188707,0.1317613,0.0650503,0.05606569,0.1371017
30.7512768178848,-3.22986587133521,6,22.80824,22.51552,21.89706,21.99964,21.45957,0.4957009,0.1625111,0.1267293,0.1795762,0.4993753,22.90077,22.55971,21.8831,21.94409,21.59448,0.5499131,0.1760285,0.1328346,0.1858614,0.581612
30.7511218609908,-3.24202847462433,6,22.27401,22.52607,22.83441,22.62468,22.79056,0.3163271,0.1644777,0.286863,0.3067492,0.9468278,22.33859,22.5307,22.82906,22.69785,22.89555,0.3477314,0.1713556,0.3031512,0.3521404,0.9848056
30.6852223871353,-3.15468209422786,3,22.04524,23.23526,22.24428,21.63875,21.05913,0.2308136,0.3067017,0.1735056,0.1325325,0.362196,21.80196,23.0203,21.76965,21.10901,20.94375,0.2583159,0.3325295,0.1685788,0.1251133,0.4514711
30.6846138194324,-3.17421417749127,6,25.50988,23.30479,22.91339,22.29399,22.89701,0.9742711,0.3508825,0.335391,0.2557675,0.9884363,25.4513,23.32197,22.87123,22.21471,22.88203,1.03497,0.3523281,0.3265359,0.2414729,1.005123
30.6847304632547,-3.17318845728046,3,24.25892,23.25469,22.25055,21.67459,20.91216,1.233,0.3229521,0.1799197,0.1611591,0.3713911,23.75956,22.36317,21.16714,20.45518,20.03632,2.15779,0.3141128,0.1675647,0.1254272,0.35257
30.685716339765,-3.21901912405199,6,20.95588,18.54971,17.43241,16.89252,16.61175,0.1017957,0.02458023,0.01821037,0.02811654,0.02082336,21.00665,18.58177,17.44377,16.91341,16.61708,0.1049175,0.008395155,0.005475377,0.005232414,0.009937483
30.7512217769486,-3.29329499734139,3,24.39801,22.95777,22.52266,22.78928,22.22136,1.082732,0.1468916,0.1812299,0.3460489,0.5220665,24.68783,22.54746,22.16599,22.37517,21.86585,1.429472,0.1390177,0.1735465,0.3173692,0.5914689
30.7507365367233,-3.29819702794202,6,24.00475,25.77855,25.15105,23.79579,20.8023,0.9549014,0.43173,0.692704,0.6759112,0.3068177,24.67436,25.83898,25.25682,23.87086,20.90457,1.146376,0.434687,0.6899936,0.7218733,0.2149095
30.8061327334994,-3.27113241483434,3,24.22082,22.29028,21.28121,20.96088,21.1507,1.034813,0.08419099,0.0641214,0.07194157,0.2532099,22.61639,21.26872,20.37479,20.03359,19.82388,0.661998,0.06987642,0.05242583,0.05964251,0.1690724
30.8067645524397,-3.31938382890497,6,23.72518,25.20634,23.32476,21.6552,21.29125,0.8127434,0.5154004,0.3495763,0.1285357,0.2757426,23.67768,25.17772,23.19775,21.5407,21.06055,0.8917566,0.6054815,0.3597466,0.1331522,0.2717158
30.7517970948052,-3.2784717175295,3,22.87051,21.87852,20.59137,20.19474,19.91939,0.4383021,0.06279077,0.0390356,0.03857752,0.08697452,22.85756,21.56208,20.31746,19.91762,19.5462,0.5464658,0.05970226,0.03430425,0.03656855,0.0857135
30.7516615391779,-3.25335972125056,3,24.5037,22.82146,21.94823,21.38562,21.05467,1.105763,0.1300053,0.1138415,0.1054212,0.2379549,24.73287,22.08436,21.22557,20.78588,20.3221,1.882044,0.1222226,0.09939761,0.1021734,0.2294219
30.7513389337971,-3.26401072779309,6,22.84976,22.67249,22.13357,21.89857,21.72544,0.4248116,0.1150097,0.1316086,0.1632738,0.3971623,22.93728,22.6683,22.17711,21.92635,21.64535,0.4598649,0.1187375,0.1391848,0.1710348,0.3815347
30.7509715346817,-3.2824326597654,3,25.70848,23.00749,21.63617,20.67429,20.33321,0.7148066,0.1529527,0.08539014,0.05636843,0.126777,26.61117,22.15975,20.77312,19.79337,19.36009,0.684988,0.1527746,0.07673448,0.05001597,0.1156383
30.6700016515547,-3.18990909704958,3,26.35181,24.59593,23.36069,22.0485,21.58327,0.5057842,0.7944139,0.4523017,0.1895358,0.5552769,26.47793,24.58642,23.20712,21.89671,21.46952,0.4891913,0.8601252,0.4532884,0.1952511,0.559408
30.7650727292614,-3.17000350343678,6,22.76222,21.24596,20.95567,20.64244,20.60959,1.019056,0.05808258,0.05763833,0.05796732,0.2435378,22.91584,21.26386,20.9648,20.65545,20.66936,0.5573745,0.05575377,0.05721363,0.05769137,0.2598108
30.8248857224076,-3.19177056091544,3,22.42379,22.16941,21.87098,22.14205,20.58805,0.3598361,0.1178675,0.1209136,0.2077149,0.2435945,22.41642,22.03421,21.58924,21.91307,20.42935,0.4212156,0.1226717,0.1187203,0.2222608,0.2567499
30.7181940737926,-3.17917747341567,3,24.75478,22.62168,21.76133,21.5891,20.9449,1.346992,0.1785766,0.1130896,0.1253308,0.3257256,25.06191,22.20689,21.16455,21.0166,20.44355,1.879844,0.1829755,0.1064112,0.1275509,0.32706
30.7660855393648,-3.16092281853556,3,22.35506,23.89679,22.37566,23.37649,22.51019,0.3372429,0.506813,0.1894286,0.5436239,0.9002305,22.26982,23.85456,22.18581,23.42528,22.70794,0.3490642,0.5529352,0.1910741,0.6937297,1.078431
30.7185075077436,-3.18648088906308,6,22.93295,24.52831,24.81565,21.97672,23.34993,0.5540574,0.7566457,0.8953217,0.5931006,0.8425326,23.13688,24.75797,24.97203,22.09954,23.25975,0.6578071,0.8276015,0.8993748,0.2016189,0.8846143
30.7656056150574,-3.1725001564701,6,24.82602,24.19648,22.91708,22.08256,23.39075,1.342376,0.6239009,0.304077,0.1927349,0.8282351,24.92455,24.21075,22.85358,22.02805,23.35949,1.36305,0.6606059,0.3122072,0.2034589,0.8846324
30.6694380659515,-3.2714337078629,3,23.23942,23.3557,21.46035,20.46436,20.17534,0.5791843,0.2066034,0.07541532,0.04865766,0.1149838,23.72102,23.08037,21.12768,20.20155,19.96966,1.054193,0.2224898,0.07078117,0.04723978,0.1291728
30.7653434924359,-3.30120822217666,3,21.53588,20.1028,19.08302,18.63527,18.45817,0.1263394,0.02365222,0.02079703,0.01578159,0.03167022,20.36053,18.84875,17.9723,17.54308,17.25796,0.1177531,0.01235883,0.009323023,0.00946673,0.02257382
30.7181063936489,-3.30847312742965,3,24.53193,23.23969,22.60822,22.81918,21.59102,1.112218,0.1871951,0.1945755,0.3518499,0.3149597,25.30997,23.13639,22.41233,22.62214,21.48529,1.094311,0.208361,0.1937741,0.354109,0.400003
30.7177014963718,-3.26534149117573,3,24.66647,23.32154,23.13211,23.48326,22.1308,1.105792,0.1982753,0.3115007,0.5811664,0.5103798,24.40456,22.86313,22.94227,23.47245,21.77803,1.520511,0.2006906,0.374592,0.8177585,0.6214889
30.8252608691716,-3.31671784575525,6,23.11646,22.30943,21.9824,21.96078,21.99388,0.5258251,0.08578188,0.1118667,0.1681305,0.4538214,23.28246,22.2193,21.93444,21.9018,21.90389,0.637247,0.08743361,0.1154159,0.1731204,0.4772884
30.7179349342351,-3.35136778257205,3,23.34976,23.69016,23.00726,24.07924,23.1094,0.6314965,0.2693087,0.267518,0.7263706,0.5699423,23.43561,23.24886,21.96291,22.78459,23.58172,1.405022,0.435138,0.2296061,0.7221054,1.141047
30.7179955079964,-3.33353400075588,3,23.23541,23.70223,22.63811,22.95549,21.58883,0.5799662,0.2716801,0.197123,0.3881187,0.3484595,22.49836,22.83228,21.72213,22.29252,20.73626,0.6924007,0.3058729,0.1956083,0.5061425,0.413367
30.7660283644217,-3.29286562846965,6,23.91237,22.56771,22.07302,22.06502,21.71568,0.9061353,0.1060378,0.1244135,0.1884591,0.3903473,24.07128,22.53942,22.08041,22.12779,21.73943,0.9821799,0.1071277,0.126064,0.2025836,0.4008998
30.7656381952933,-3.33768582259537,3,23.85324,22.81736,22.86486,22.68636,21.65146,0.8763441,0.1310983,0.2373711,0.3117083,0.3612112,22.82549,22.0475,22.19578,22.04516,21.36336,0.7522159,0.1285973,0.2481572,0.3357808,0.5911247
30.7173829836898,-3.2764871660943,3,23.01978,21.44376,20.28851,19.78057,19.51559,0.4943135,0.04509119,0.03231176,0.02847149,0.06512497,22.67823,20.50056,19.48866,18.99159,18.61883,0.6570298,0.03388286,0.02325752,0.02277389,0.05470025
30.7175091130688,-3.29316839445612,6,23.68829,21.92998,21.59861,21.5064,21.45625,0.8006228,0.06408496,0.08251069,0.114228,0.3219922,24.0534,21.89278,21.57232,21.48736,21.40018,1.016149,0.06522353,0.08377828,0.1185285,0.3279868
30.7173478426954,-3.31943355194958,6,22.7297,22.61364,22.20837,21.93865,21.93314,0.3869399,0.1111333,0.1367281,0.1648513,0.4434826,22.79611,22.6485,22.20927,21.92843,21.98617,0.4193343,0.1182161,0.1398891,0.167621,0.4688012
30.6695846234481,-3.30267811898869,6,25.0528,21.60779,21.09277,21.16573,20.75514,1.03159,0.05074541,0.05505386,0.08487167,0.1839233,25.04432,21.47226,20.92097,21.01417,20.69368,1.197609,0.05249301,0.05364944,0.08684277,0.2132625
30.6696098627623,-3.30590646136044,3,22.63737,20.95413,19.90417,19.4205,19.16857,0.5434974,0.03320469,0.02639688,0.02493238,0.06206987,22.18314,19.83348,18.85944,18.40522,18.08258,0.5451359,0.02512427,0.01763166,0.01767532,0.04367047
30.6690906334483,-3.28800678199501,3,26.23983,23.15167,21.73763,21.20129,20.78585,0.4700768,0.1757057,0.09421331,0.09294302,0.1912169,26.99364,22.92701,21.28713,20.8579,20.36367,0.3505757,0.2190723,0.0903203,0.09258569,0.2008765
30.8252577003669,-3.19577310735464,3,22.73014,22.90268,22.3432,21.74502,20.74691,0.4763924,0.2209558,0.1823763,0.1474492,0.2795441,22.75358,22.67935,21.90332,21.3652,20.67787,0.6002051,0.2285091,0.1696616,0.149391,0.339504
30.7183988520711,-3.23524162624854,3,24.46496,23.2292,22.39765,22.88728,22.96275,1.335514,0.3017522,0.1975687,0.539891,0.9429958,25.59577,23.23495,21.78282,22.0655,23.5325,1.471282,0.4741672,0.1934177,0.3413196,1.259458
30.7177610986773,-3.2421862855671,6,23.19465,23.14469,22.38677,22.94953,21.96321,0.9132079,0.2805083,0.1956452,0.3991928,0.7167364,22.91487,23.0131,22.27512,23.03676,21.85562,0.5955772,0.2776629,0.2048878,0.5096455,0.7522956
30.8249311107584,-3.17300173404581,3,22.05129,21.22673,20.55288,20.22232,19.71455,0.2627647,0.05661028,0.04272327,0.0439654,0.1126644,21.78763,20.8392,20.03366,19.6668,19.34284,0.2716713,0.04880554,0.03563151,0.03679602,0.1122417
30.8251206139664,-3.21846144381479,3,21.89828,21.06929,20.61787,20.47157,20.03086,0.2291592,0.05107206,0.04484854,0.05232544,0.1487486,20.60314,19.90128,19.23251,19.04291,18.76763,0.17185,0.03977955,0.03405943,0.04159201,0.1280718
30.7649741629393,-3.1991958073324,3,24.93496,21.71113,20.33289,19.7307,19.21576,1.296054,0.08246537,0.03784597,0.03306846,0.07269347,24.03047,21.14622,19.5821,18.95801,18.55019,1.872247,0.07848332,0.03019801,0.02480663,0.0682084
30.7657537927773,-3.24127991298274,6,21.97967,20.39558,19.82403,19.55984,19.39098,0.2455119,0.03617309,0.02934425,0.03071453,0.084337,22.01332,20.38879,19.80532,19.55731,19.38192,0.2597807,0.02794136,0.02276277,0.02383361,0.08607298
30.7180955192477,-3.21268464305117,3,24.69978,21.5401,20.57106,20.14753,19.49784,1.701656,0.1645039,0.09053373,0.07687371,0.09791693,24.63474,21.08944,19.94943,19.4075,18.94356,1.84309,0.06539454,0.03607159,0.03138727,0.08386181
30.7185197413005,-3.21388812192018,6,20.65636,19.83038,19.49928,19.35119,19.42524,0.07704267,0.03084153,0.02938508,0.03242552,0.1000916,20.65726,19.84841,19.50625,19.36807,19.47048,0.08131548,0.01869102,0.01813848,0.02036228,0.09149624
30.7651483025629,-3.18629708390908,3,20.08991,18.57051,18.16144,17.86707,17.23906,0.05481216,0.02593438,0.02147362,0.02275021,0.02160157,18.26286,16.73659,16.11931,15.72078,15.47406,0.02868626,0.004464809,0.003989032,0.003974282,0.009273998
30.6699482286216,-3.16366350870739,3,23.39928,22.43015,22.09806,21.91895,21.34412,0.762876,0.1538795,0.1526837,0.1686823,0.4610875,23.43466,21.92133,21.34078,21.08684,20.67168,1.252545,0.1511136,0.1377846,0.1538782,0.4322049
30.6689771998861,-3.21781434276399,6,23.16141,22.40092,21.9001,21.79786,20.8237,0.6262639,0.149739,0.1290247,0.153113,0.2979763,22.84788,22.26729,21.66297,21.62666,20.52295,0.5704179,0.1588056,0.1326273,0.1732118,0.2826178
30.6693451072481,-3.18654732258141,6,19.09398,17.18772,16.47052,16.15646,16.0159,0.03915006,0.02370236,0.0178692,0.0279743,0.01967807,19.07157,17.20204,16.45896,16.18323,16.01992,0.02597107,0.004388477,0.003918698,0.004310977,0.007085233
30.7175279728642,-3.31759501943725,6,24.56204,25.25412,25.59894,25.19084,20.792,1.10705,0.5184475,0.5634276,0.5803452,0.3036032,24.79225,25.21569,25.6351,25.26615,20.88156,1.102373,0.527449,0.5592972,0.5644701,0.2054857
30.7656003514135,-3.33475052348268,3,25.01928,24.71923,23.04889,21.89046,21.64572,1.027043,0.4900524,0.2774867,0.1571285,0.3332911,24.21796,24.20034,22.599,21.26747,20.90067,1.721026,0.6823687,0.3257091,0.1546381,0.3617456
30.7652780697117,-3.280607823098,3,26.0723,23.75336,21.91497,21.03956,20.47708,0.53848,0.278963,0.1080763,0.07679527,0.1431651,26.44278,22.96313,21.1179,20.37125,19.73092,0.7216568,0.2837389,0.09542341,0.07512017,0.1477723
30.8256557997221,-3.27988480291226,6,25.16065,22.93451,22.12735,22.14898,21.72263,0.9803259,0.1436058,0.1298574,0.2018411,0.3899139,25.5113,22.94902,22.15661,22.16349,21.78287,0.8085573,0.1504238,0.13593,0.2089894,0.4148886
30.8254309969664,-3.35193662531576,3,22.58023,21.78964,21.3163,20.88632,20.5499,0.3402065,0.0573426,0.06334427,0.06490117,0.1459394,22.07682,20.98851,20.63278,20.27667,20.07941,0.3503208,0.04684028,0.05535368,0.06108233,0.1727953
30.755030440068,-3.2629472294742,3,26.16982,23.83746,21.5914,21.10757,20.56673,0.4920278,0.8971754,0.1002032,0.0881395,0.1614981,26.2519,23.75623,21.48925,21.00273,20.43491,0.5042211,0.3256742,0.08420646,0.08319022,0.1621048
30.7560123554197,-3.26183183196904,6,22.30681,21.56563,21.29778,21.21001,20.54267,0.2701046,0.05038131,0.07044993,0.09327223,0.1613565,22.44007,21.54186,21.28559,21.19153,20.55489,0.3157474,0.04841978,0.06493256,0.09062202,0.1631502
30.7556025145113,-3.25541863840638,6,22.18387,20.55396,19.83871,19.58083,19.51946,0.2434848,0.02756503,0.02606483,0.02511856,0.06576784,22.30208,20.52523,19.83543,19.5759,19.5103,0.2775457,0.02282428,0.02032515,0.02358557,0.06629375
30.6823977913042,-3.32921517729145,3,26.12364,24.28201,22.54421,22.80922,21.75784,0.5117449,0.5146044,0.1832852,0.34451,0.4011172,26.59417,23.59346,21.91081,22.57816,21.04562,0.5871878,0.4622183,0.1814786,0.4994505,0.4400736
30.681870505814,-3.31624188508478,6,17.87812,15.95185,15.22162,14.94807,14.82043,0.02731449,0.01672813,0.01762752,0.01592641,0.01701658,17.88083,15.96102,15.218,14.95447,14.8177,0.01337547,0.003780584,0.003243454,0.00331486,0.004578151
30.7552880310201,-3.23780186127347,3,22.8345,24.46453,23.50892,22.24206,21.01214,0.5109653,0.7327966,0.4978755,0.2214994,0.3466637,22.57102,26.12534,22.4503,21.19348,20.006,0.6758019,1.016259,0.4079725,0.1891001,0.2609936
30.8135493711004,-3.24484934499338,3,22.46738,23.0477,22.62494,22.57241,21.67278,1.818433,0.253268,0.2348491,0.2879362,0.5891338,22.5792,22.61162,22.10352,21.9952,21.4922,0.5448338,0.2328609,0.2254297,0.3004792,0.7339033
30.8135309039454,-3.20223277999701,3,23.97388,22.72941,21.62064,21.33292,21.03368,1.146672,0.1911562,0.09797303,0.1027362,0.3563082,23.80887,22.26714,21.03643,20.58887,20.58993,1.406562,0.1744606,0.08798727,0.09350673,0.3524603
30.8134331670733,-3.22185560685705,3,22.9082,22.55907,22.29277,21.72843,21.70939,0.5422781,0.1656705,0.1757956,0.144745,0.606568,23.0561,22.4588,21.81512,21.39242,21.53504,0.7668662,0.1970311,0.1678234,0.1629408,0.731075
30.8132184504861,-3.19135504285925,3,21.76333,21.26714,21.1076,20.87766,20.52245,0.2175791,0.05836995,0.06428725,0.07052445,0.2291502,20.87078,20.25753,19.80408,19.53752,19.49712,0.1824123,0.0451323,0.047959,0.05540855,0.210035
30.7554156123349,-3.21928775835724,3,22.57581,20.50911,19.38685,18.98649,18.53823,0.4066441,0.03798294,0.02538611,0.02583135,0.04265713,21.6156,19.82351,18.52349,18.02609,17.74521,0.2958933,0.02741632,0.01380474,0.01260973,0.03604824
30.6824577731405,-3.24595282591581,3,24.99522,22.7372,22.29449,22.23254,22.86634,1.227778,0.198529,0.1820812,0.2141341,0.9619378,25.25309,22.72952,22.09155,22.12898,23.36884,1.284312,0.2303132,0.1863858,0.2547095,1.008092
30.8131878705515,-3.26108440068927,6,24.19181,21.90698,20.34254,19.70402,19.358,1.01525,0.06212563,0.03325126,0.02698792,0.05768958,24.42252,21.91656,20.35637,19.71208,19.33681,1.066419,0.06393704,0.02988399,0.02596282,0.05684359
